"Name";"Interests-value";"Professional Experiences-value";"Studies-value"
"CV 110";"[{""desc"":null,""title"":""Talent development""},{""desc"":null,""title"":""wellbeing""},{""desc"":null,""title"":""HR innovations""}]";"[{""dates"":""Feb 2023 - Jul 2023"",""company"":""Real Estate Group"",""job title"":""HR Intern"",""description"":""Screened CVs and coordinated interviews\nAssisted in preparing HR reports and dashboards\nSupported talent acquisition and onboarding processes"",""country or city"":""not found""},{""dates"":""2021 - 2022"",""company"":""not found"",""job title"":""Administrative Assistant (part-time)"",""description"":""Handled office coordination and documentation\nAssisted HR and administration teams with daily tasks"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Sharjah"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Management""}]"
"CV 109";"[{""desc"":null,""title"":""Cross-border trade""},{""desc"":null,""title"":""travel""},{""desc"":null,""title"":""international business trends""}]";"[{""dates"":""Jan 2022 - Sep 2023"",""company"":""Distribution Company"",""job title"":""Sales Coordinator"",""description"":""Managed client orders and ensured accurate delivery schedules\nPrepared weekly sales reports and performance metrics\nSupported the sales team in CRM updates and client communication"",""country or city"":""not found""},{""dates"":""2020"",""company"":""not found"",""job title"":""Intern - Local SME"",""description"":""Conducted market research for small businesses\nAssisted in administrative support and reporting tasks"",""country or city"":""not found""}]";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""Ss. Cyril and Methodius University Skopje"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 108";"[{""desc"":null,""title"":""Corporate finance""},{""desc"":null,""title"":""self-development""},{""desc"":null,""title"":""investment analysis""}]";"[{""dates"":""Mar 2023 - Sep 2023"",""company"":""Accounting Office"",""job title"":""Finance Assistant"",""description"":""Maintained financial records and prepared monthly statements\nAssisted senior accountants in budgeting and reporting\nParticipated in internal audits and data reconciliation"",""country or city"":""not found""},{""dates"":""Summer 2022"",""company"":""Local Bank"",""job title"":""Intern"",""description"":""Processed customer files and assisted in credit evaluations\nConducted data entry and preliminary financial analysis"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Montenegro"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Economics""}]"
"CV 107";"[{""desc"":null,""title"":""International markets""},{""desc"":null,""title"":""global news""},{""desc"":null,""title"":""trade policy""}]";"[{""dates"":""Jan 2023 - Aug 2023"",""company"":""Trading Company"",""job title"":""Export Assistant"",""description"":""Managed export documentation and compliance for international shipments\nCoordinated with clients and shipping partners to ensure timely deliveries\nPrepared reports on export performance and market trends"",""country or city"":""not found""},{""dates"":""2021"",""company"":""not found"",""job title"":""Intern - Public Trade Office"",""description"":""Collected and analyzed market data for trade reports\nAssisted in drafting trade recommendations and statistical summaries"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Algiers"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 103";"[{""desc"":null,""title"":""Startups""},{""desc"":null,""title"":""productivity""},{""desc"":null,""title"":""innovation""}]";"[{""dates"":""Feb 2023 - Aug 2023"",""company"":""not found"",""job title"":""Operations Intern - Manufacturing Plant"",""description"":""Prepared production reports and monitored KPIs\nAssisted in process improvement initiatives and workflow optimization\nParticipated in team meetings to identify bottlenecks"",""country or city"":""not found""},{""dates"":""2022"",""company"":""not found"",""job title"":""Student Project - Startup Incubator"",""description"":""Analyzed business models for early-stage startups\nCreated presentations and reports for incubator mentors\nAssisted in market research and competitive analysis"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Universidad Autonoma de Nuevo Leon"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Industrial Engineering""}]"
"CV 102";"[{""desc"":null,""title"":""Digital branding""},{""desc"":null,""title"":""Photography""},{""desc"":null,""title"":""Social media trends""}]";"[{""dates"":""Jan 2022 - Sep 2023"",""company"":""SME"",""job title"":""Digital Marketing Officer"",""description"":""Managed social media channels and digital campaigns\nMonitored campaign performance and engagement metrics\nCreated content calendars and marketing materials for brand promotion"",""country or city"":""not found""},{""dates"":""2019"",""company"":""not found"",""job title"":""Intern - Advertising Agency"",""description"":""Assisted in content creation for clients\nSupported social media planning and digital campaign tracking"",""country or city"":""not found""}]";"[{""dates"":""2017 - 2020"",""field"":""not found"",""university"":""University of Sousse"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Communication and Media""}]"
"CV 101";"[{""desc"":null,""title"":""Data storytelling""},{""desc"":null,""title"":""jogging""},{""desc"":null,""title"":""analytics competitions""}]";"[{""dates"":""Feb 2023 - Present"",""company"":""FMCG Company"",""job title"":""Data Reporting Analyst"",""description"":""Consolidated sales data from multiple regions for management reporting\nPrepared monthly dashboards and performance KPIs\nSupported data-driven decision-making across marketing and sales teams"",""country or city"":""not found""},{""dates"":""2021"",""company"":""not found"",""job title"":""Research Assistant - University Project"",""description"":""Cleaned and processed survey data for research"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Gdansk"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Statistics""}]"
"CV 100";"[{""desc"":null,""title"":""Financial inclusion""},{""desc"":null,""title"":""reading""},{""desc"":null,""title"":""personal finance""}]";"[{""dates"":""Jan 2023 - Jun 2023"",""company"":""Microfinance Bank"",""job title"":""Finance Intern"",""description"":""Assisted in loan documentation and processing\n\nConducted financial assessments of clients and evaluated credit risk\nPrepared financial summaries and reports for management"",""country or city"":""not found""},{""dates"":""2021 - 2022"",""company"":""not found"",""job title"":""Sales Assistant (part-time)"",""description"":""Managed cash handling and daily sales reports\nAssisted in inventory management and customer service"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Ilorin"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Banking and Finance""}]"
"CV 099";"[{""desc"":null,""title"":""Hospitality trends""},{""desc"":null,""title"":""travel""},{""desc"":null,""title"":""tourism innovation""}]";"[{""dates"":""Mar 2022 - Sep 2023"",""company"":""not found"",""job title"":""Operations Supervisor - Hotel Chain"",""description"":""Coordinated daily hotel operations including front desk, housekeeping, and food & beverage\nMonitored staff performance and prepared weekly operational reports\nAssisted in implementing process improvements to enhance guest satisfaction"",""country or city"":""not found""},{""dates"":""Summer 2020"",""company"":""not found"",""job title"":""Intern - Travel Agency"",""description"":""Assisted customers with bookings and itinerary planning\nCoordinated with suppliers for transport and accommodation\nPrepared reports on client satisfaction and booking trends"",""country or city"":""not found""}]";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""University of Malaga"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Tourism Management""},{""dates"":""2021 - 2022"",""field"":""not found"",""university"":""Private Business School"",""country or city"":""not found"",""level_of_degree"":""Master in Hospitality Management""}]"
"CV 098";"[{""desc"":null,""title"":""Corporate finance""},{""desc"":null,""title"":""learning languages""},{""desc"":null,""title"":""investment trends""}]";"[{""dates"":""Jan 2023 - Aug 2023"",""company"":""Industrial Group"",""job title"":""Financial Controller Assistant"",""description"":""Tracked budgets and prepared cost reports\n\nSupported financial decision-making with Excel analysis\n\nAssisted in monthly reporting and variance analysis"",""country or city"":""not found""},{""dates"":""Summer 2021"",""company"":""not found"",""job title"":""Intern - Accounting Department"",""description"":""Entered financial data and assisted with account reconciliations\n\nSupported senior accountants in financial documentation"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Zagreb"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Economics""}]"
"CV 097";"[{""desc"":null,""title"":""Operations efficiency""},{""desc"":null,""title"":""fitness""},{""desc"":null,""title"":""logistics innovation""}]";"[{""dates"":""Mar 2022 - Sep 2023"",""company"":""Distribution Company"",""job title"":""Logistics Planner"",""description"":""Planned delivery schedules and optimized routes for efficiency\nMonitored costs and proposed process improvements\nPrepared operational reports for management"",""country or city"":""not found""},{""dates"":""2020"",""company"":""not found"",""job title"":""Intern - Warehouse Operations"",""description"":""Conducted inventory control and stock audits\nAssisted in warehouse organization and process documentation"",""country or city"":""not found""}]";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""ENCG Casablanca"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Logistics and Transport""}]"
