"Name";"Interests-value";"Professional Experiences-value";"Studies-value"
"CV 091";"";"";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""King Saud University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management""}]"
"CV 090";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""ISCTE Business School"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Marketing""}]"
"CV 089";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of National and World Economy"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 088";"";"";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""Universidad del Pacifico"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 087";"";"";"[{""dates"":""2021 - Present"",""field"":""not found"",""university"":""Cracow University of Economics"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management""}]"
"CV 086";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""Lebanese American University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Management""},{""dates"":""Summer 2022"",""field"":""Summer School - Global Management"",""university"":""ESADE Business School"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 085";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Lagos"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 084";"";"";"[{""dates"":""2017 - 2020"",""field"":""not found"",""university"":""University of Bologna"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Communication Sciences""},{""dates"":""2020 - 2021"",""field"":""not found"",""university"":""Private Business School"",""country or city"":""not found"",""level_of_degree"":""Master in Digital Marketing""}]"
"CV 083";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""National University of Sciences and Technology"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Industrial Engineering""}]"
"CV 082";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University College Dublin"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Studies""}]"
"CV 081";"";"";"[{""dates"":""2018 - 2021"",""field"":""not found"",""university"":""Technical University of Cluj-Napoca"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Computer Science""},{""dates"":""2021 - 2022"",""field"":""not found"",""university"":""University of Bucharest"",""country or city"":""not found"",""level_of_degree"":""Master in Applied Data Science""}]"
"CV 080";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Jordan"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Finance""}]"
"CV 079";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""Pontificia Universidad Catolica de Chile"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""},{""dates"":""Summer 2022"",""field"":""Summer School - International Business"",""university"":""University of British Columbia"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 078";"";"";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""National Economics University, Hanoi"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Finance""},{""dates"":""2021 - 2022"",""field"":""not found"",""university"":""Local Private University"",""country or city"":""not found"",""level_of_degree"":""Master in Banking & Finance""}]"
"CV 077";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Cape Town"",""country or city"":""not found"",""level_of_degree"":""Bachelor of Commerce""}]"
"CV 076";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Lyon"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""},{""dates"":""Summer 2022"",""field"":""Summer School - Data for Business"",""university"":""HEC Lausanne"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 075";"";"";"[{""dates"":""2018 - 2021"",""field"":""not found"",""university"":""University of Porto"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management""},{""dates"":""2021 - 2022"",""field"":""not found"",""university"":""University of Porto"",""country or city"":""not found"",""level_of_degree"":""Master in Innovation & Entrepreneurship""}]"
"CV 074";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Bucharest University of Economic Studies"",""country or city"":""not found"",""level_of_degree"":""Bachelor in International Business""}]"
"CV 073";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""Korea University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 072";"";"";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""American University in Cairo"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 071";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Universidad de los Andes"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""},{""dates"":""Summer 2023"",""field"":""Summer Program - Digital Marketing"",""university"":""ESCP Business School"",""country or city"":""Paris"",""level_of_degree"":""not found""}]"
"CV 070";"";"";"[{""dates"":""2019 - 2022"",""field"":""Economics"",""university"":""University of Warsaw"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 069";"";"";"[{""dates"":""2018 - 2021"",""field"":""not found"",""university"":""University of Tunis El Manar"",""country or city"":""not found"",""level_of_degree"":""Bachelor Degree in Management""},{""dates"":""Summer 2022 (6 weeks)"",""field"":""Summer School in Business Analytics"",""university"":""University of Barcelona"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 068";"";"";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""Foreign Trade University, Hanoi"",""country or city"":""not found"",""level_of_degree"":""Bachelor in International Business""}]"
"CV 067";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Buenos Aires"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 066";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Warwick"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Management""}]"
"CV 065";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Mannheim"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Informatics""}]"
"CV 064";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""Al Akhawayn University, Ifrane"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management""}]"
"CV 063";"";"";"[{""dates"":""2018 - 2022"",""field"":""not found"",""university"":""Keio University, Tokyo"",""country or city"":""Tokyo"",""level_of_degree"":""Bachelor in Industrial Engineering""}]"
"CV 062";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Tecnológico de Monterrey"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Marketing""}]"
"CV 061";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""Bocconi University, Milan"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics and Management""}]"
"CV 060";"";"";"[{""dates"":""2020 - 2023"",""field"":""Finance"",""university"":""St. Xavier's College, Mumbai"",""country or city"":""not found"",""level_of_degree"":""Bachelor of Commerce""}]"
"CV 059";"";"";"[{""dates"":""2019 - 2023"",""field"":""not found"",""university"":""Fundação Getulio Vargas (FGV), São Paulo"",""country or city"":""São Paulo"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 058";"";"";"[{""dates"":""2022"",""field"":""not found"",""university"":""University of Tokyo"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Digital Arts & Game Design""}]"
"CV 057";"";"";"[{""dates"":""2022"",""field"":""Social venture design, marketing, finance, project management"",""university"":""Indian School of Business"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Social Entrepreneurship""}]"
"CV 056";"";"";"[{""dates"":""2022"",""field"":""not found"",""university"":""University of Paris"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Music Business""}]"
"CV 055";"";"";"[{""dates"":""2022"",""field"":""not found"",""university"":""Korea University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Media & Entertainment Management""}]"
"CV 054";"";"";"[{""dates"":""2022"",""field"":""Media strategy, digital marketing, storytelling"",""university"":""American University in Dubai"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Media & Communication""}]"
"CV 053";"";"";"[{""dates"":""2022"",""field"":""not found"",""university"":""University of Munich"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Psychology""}]"
